Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Tissue specificity	PDB	Subcellular location [CC]	Transmembrane
Q75N90	reviewed	FBN3_HUMAN	Fibrillin-3 [Cleaved into: Fibrillin-3 C-terminal peptide]	FBN3 KIAA1776	Homo sapiens (Human)	2809	TISSUE SPECIFICITY: Predominantly expressed in connective tissues such as skeletal muscle, tendon, skin, perichondrium and periosteum. Highly expressed in fetal lung, brain, kidney. Expressed at low level in prostate, testis, mammary gland, uterus, ovary, placenta, bladder, adrenal gland, thyroid, fetal thymus, fetal liver, liver, fetal heart and heart. {ECO:0000269|PubMed:14962672}.		SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:14962672}.	
Q7L5A8	reviewed	FA2H_HUMAN	Fatty acid 2-hydroxylase (EC 1.14.18.-) (Fatty acid alpha-hydroxylase) (Fatty acid hydroxylase domain-containing protein 1)	FA2H FAAH FAXDC1	Homo sapiens (Human)	372	TISSUE SPECIFICITY: Detected in differentiating cultured keratinocytes (at protein level). Detected in epidermis and cultured keratinocytes (PubMed:17355976). Highly expressed in brain and colon. Detected at lower levels in testis, prostate, pancreas and kidney (PubMed:15337768). {ECO:0000269|PubMed:15337768, ECO:0000269|PubMed:17355976}.		SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q5MPP0}; Multi-pass membrane protein {ECO:0000269|PubMed:15337768}. Microsome membrane {ECO:0000269|PubMed:15337768}; Multi-pass membrane protein {ECO:0000269|PubMed:15337768}.	TRANSMEM 168..188; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 213..233; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 268..288; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 290..310; /note="Helical"; /evidence="ECO:0000255"
Q7Z2W7	reviewed	TRPM8_HUMAN	Transient receptor potential cation channel subfamily M member 8 (Long transient receptor potential channel 6) (LTrpC-6) (LTrpC6) (Transient receptor potential p8) (Trp-p8)	TRPM8 LTRPC6 TRPP8	Homo sapiens (Human)	1104	TISSUE SPECIFICITY: Expressed in prostate. Also expressed in prostate tumors and in non-prostatic primary tumors such as colon, lung, breast and skin tumors. {ECO:0000269|PubMed:11325849, ECO:0000269|PubMed:12858355, ECO:0000269|PubMed:16174775, ECO:0000269|PubMed:22128173}.	8BDC;	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16174775}; Multi-pass membrane protein {ECO:0000269|PubMed:37857704}. Membrane raft {ECO:0000250|UniProtKB:Q8R4D5}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:11325849, ECO:0000269|PubMed:16174775}. Note=Lipid raft association modulates TRPM8 channel activity (By similarity). Located in the endoplasmic reticulum in prostate cancer cells (PubMed:11325849, PubMed:16174775). {ECO:0000250|UniProtKB:Q8R4D5, ECO:0000269|PubMed:11325849, ECO:0000269|PubMed:16174775}.	TRANSMEM 734..758; /note="Helical; Name=1"; /evidence="ECO:0000269|PubMed:37857704, ECO:0007744|PDB:8BDC"; TRANSMEM 766..789; /note="Helical; Name=2"; /evidence="ECO:0000269|PubMed:37857704, ECO:0007744|PDB:8BDC"; TRANSMEM 797..817; /note="Helical; Name=3"; /evidence="ECO:0000269|PubMed:37857704, ECO:0007744|PDB:8BDC"; TRANSMEM 823..848; /note="Helical; Name=4"; /evidence="ECO:0000269|PubMed:37857704, ECO:0007744|PDB:8BDC"; TRANSMEM 854..890; /note="Helical; Name=5"; /evidence="ECO:0000269|PubMed:37857704, ECO:0007744|PDB:8BDC"; TRANSMEM 955..983; /note="Helical; Name=6"; /evidence="ECO:0000269|PubMed:37857704, ECO:0007744|PDB:8BDC"
Q7Z3Y7	reviewed	K1C28_HUMAN	Keratin, type I cytoskeletal 28 (Cytokeratin-28) (CK-28) (Keratin-25D) (K25D) (Keratin-28) (K28) (Type I inner root sheath-specific keratin-K25irs4)	KRT28 KRT25D	Homo sapiens (Human)	464	TISSUE SPECIFICITY: Strongly expressed in skin and scalp, and weak expression observed in thymus. In the hair follicle, expressed in Henle layer, Huxley layer and in the irs cuticle. Expression extends from the bulb region up to the point of differentiation into the three layers. Also present in the medulla of beard hair (at protein level). {ECO:0000269|PubMed:15617563, ECO:0000269|PubMed:16874310}.		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:A6BLY7}.	
Q7Z3Y8	reviewed	K1C27_HUMAN	Keratin, type I cytoskeletal 27 (Cytokeratin-27) (CK-27) (Keratin-25C) (K25C) (Keratin-27) (K27) (Type I inner root sheath-specific keratin-K25irs3)	KRT27 KRT25C	Homo sapiens (Human)	459	TISSUE SPECIFICITY: Strongly expressed in skin and scalp. In the hair follicle, expressed in Henle layer, Huxley layer and in the inner root sheath cuticle of the hair follicle. Expression extends from the bulb region up to the point of differentiation into the three layers. Also present in the medulla of beard hair (at protein level). {ECO:0000269|PubMed:15617563, ECO:0000269|PubMed:16874310}.		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Z320}.	
Q7Z3Y9	reviewed	K1C26_HUMAN	Keratin, type I cytoskeletal 26 (Cytokeratin-26) (CK-26) (Keratin-25B) (K25B) (Keratin-26) (K26) (Type I inner root sheath-specific keratin-K25irs2)	KRT26 KRT25B	Homo sapiens (Human)	468	TISSUE SPECIFICITY: Strongly expressed in skin and scalp, and weak expression observed in thymus and tongue. In the hair follicle, expression is restricted to the mid- to upper inner root sheath cuticle, being present slightly above the apex of the dermal papilla (at protein level). {ECO:0000269|PubMed:15617563, ECO:0000269|PubMed:16874310}.			
Q7Z3Z0	reviewed	K1C25_HUMAN	Keratin, type I cytoskeletal 25 (Cytokeratin-25) (CK-25) (Keratin-25) (K25) (Keratin-25A) (K25A) (Type I inner root sheath-specific keratin-K25irs1)	KRT25 KRT25A	Homo sapiens (Human)	450	TISSUE SPECIFICITY: Strongly expressed in skin and scalp, and weak expression observed in thymus and tongue. In the hair follicle, expressed in Henle layer, Huxley layer and in the inner root sheath cuticle of the hair follicle. Expression extends from the bulb region up to the point of differentiation into the three layers. Also present in the medulla of beard hair (at protein level). {ECO:0000269|PubMed:15617563, ECO:0000269|PubMed:16874310}.		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8VCW2}.	
Q7Z4N8	reviewed	P4HA3_HUMAN	Prolyl 4-hydroxylase subunit alpha-3 (4-PH alpha-3) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-3)	P4HA3 UNQ711/PRO1374	Homo sapiens (Human)	544	TISSUE SPECIFICITY: Highly expressed in placenta, liver and fetal skin. Weakly expressed in fetal epiphyseal cartilage, fetal liver, fibroblast, lung and skeletal muscle. Expressed also in fibrous cap of carotid atherosclerotic lesions. {ECO:0000269|PubMed:12874193, ECO:0000269|PubMed:14500733}.		SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000305}.	
Q7Z698	reviewed	SPRE2_HUMAN	Sprouty-related, EVH1 domain-containing protein 2 (Spred-2)	SPRED2	Homo sapiens (Human)	418	TISSUE SPECIFICITY: Expressed in liver, skin, small intestine, salivary gland and prostate. {ECO:0000269|PubMed:15580519}.	2JP2;8EQ5;	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:34626534}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q924S7}; Cytoplasmic side {ECO:0000250|UniProtKB:Q924S7}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000269|PubMed:15580519}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:15580519}. Note=Detected in the cytoplasm of the stratum spinosum cells, where it is associated with cytoplasmic vesicles that are supposed to be secretory granules. {ECO:0000269|PubMed:15580519}.	
Q7Z794	reviewed	K2C1B_HUMAN	Keratin, type II cytoskeletal 1b (Cytokeratin-1B) (CK-1B) (Keratin-77) (K77) (Type-II keratin Kb39)	KRT77 KRT1B	Homo sapiens (Human)	578	TISSUE SPECIFICITY: Expressed exclusively in skin. {ECO:0000269|PubMed:15737194}.			
Q7Z7B0	reviewed	FLIP1_HUMAN	Filamin-A-interacting protein 1 (FILIP)	FILIP1 KIAA1275	Homo sapiens (Human)	1213	TISSUE SPECIFICITY: Moderately expressed in adult heart and brain. Weakly expressed in lung, skeletal muscle, ovary, testis, kidney, and fetal brain, and hardly detectable in liver, pancreas, spleen, and fetal liver. Within brain, moderate expression is found in amygdala and caudate nucleus (PubMed:10574462). Expressed in skin fibroblasts. {ECO:0000269|PubMed:10574462, ECO:0000269|PubMed:37163662}.		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:23087206}.	
Q86SG6	reviewed	NEK8_HUMAN	Serine/threonine-protein kinase Nek8 (EC 2.7.11.1) (Never in mitosis A-related kinase 8) (NimA-related protein kinase 8) (Nima-related protein kinase 12a)	NEK8 JCK NEK12A	Homo sapiens (Human)	692	TISSUE SPECIFICITY: Highest expression in thyroid, adrenal gland and skin. Low levels in spleen, colon and uterus. Overexpressed in breast tumors, with highest expression in infiltrating ductal carcinomas and moderate levels in mucinous adenocarcinoma. {ECO:0000269|PubMed:15019993}.		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:18199800}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q91ZR4}. Cell projection, cilium {ECO:0000269|PubMed:18199800}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:18199800}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000269|PubMed:26967905}. Note=Predominantly cytoplasmic. Localizes to the proximal region of the primary cilium and is not observed in dividing cells. {ECO:0000250|UniProtKB:Q91ZR4}.	
Q86SJ6	reviewed	DSG4_HUMAN	Desmoglein-4 (Cadherin family member 13)	DSG4 CDHF13	Homo sapiens (Human)	1040	TISSUE SPECIFICITY: In scalp follicles, present in the inner root sheath (IRS) and all layers of the matrix and precortex (at protein level) (PubMed:12705872, PubMed:26173648). Expressed in the brain, muscle, kidney, pancreas, spleen, thymus and weakly expressed in the lung, liver, heart and placenta (PubMed:12705872). Highly expressed in skin, testis and prostate; less in salivary gland (PubMed:12648213). {ECO:0000269|PubMed:12648213, ECO:0000269|PubMed:12705872, ECO:0000269|PubMed:26173648}.		SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21495994}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, desmosome {ECO:0000269|PubMed:12705872, ECO:0000269|PubMed:21495994}. Note=Colocalizes with JUP at desmosomes. {ECO:0000269|PubMed:21495994}.	TRANSMEM 632..652; /note="Helical"; /evidence="ECO:0000255"
Q86SQ4	reviewed	AGRG6_HUMAN	Adhesion G-protein coupled receptor G6 (Developmentally regulated G-protein-coupled receptor) (G-protein coupled receptor 126) (Vascular inducible G protein-coupled receptor) [Cleaved into: ADGRG6 N-terminal fragment (ADGRG6-NTF); ADGRG6 C-terminal fragment (ADGRG6-CTF)]	ADGRG6 DREG GPR126 VIGR	Homo sapiens (Human)	1221	TISSUE SPECIFICITY: Expressed in placenta and to a lower extent in pancreas and liver. Detected in aortic endothelial cells but not in skin microvascular endothelial cells. {ECO:0000269|PubMed:15225624}.		SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15189448, ECO:0000269|PubMed:15225624, ECO:0000269|PubMed:24227709}; Multi-pass membrane protein {ECO:0000255}. Note=Detected on the cell surface of activated but not resting umbilical vein. {ECO:0000269|PubMed:15225624}.	TRANSMEM 863..883; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 904..924; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 930..950; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 971..991; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 1025..1045; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 1070..1090; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 1093..1113; /note="Helical; Name=7"; /evidence="ECO:0000255"
Q86UK0	reviewed	ABCAC_HUMAN	Glucosylceramide transporter ABCA12 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 12) (ATP-binding cassette transporter 12) (ATP-binding cassette 12)	ABCA12 ABC12	Homo sapiens (Human)	2595	TISSUE SPECIFICITY: Mainly expressed in the stomach, placenta, testis and fetal brain (PubMed:12697999). Expressed in the upper epidermal layers, mainly the granular layers, of skin (PubMed:16007253, PubMed:17591952, PubMed:17927575). Expressed throughout the normal interfollicular epidermis with prominent expression in the stratum granulosum (PubMed:19179616). Expressed in alpha and beta cells of pancreatic islets (PubMed:32072744). {ECO:0000269|PubMed:12697999, ECO:0000269|PubMed:16007253, ECO:0000269|PubMed:17591952, ECO:0000269|PubMed:17927575, ECO:0000269|PubMed:19179616, ECO:0000269|PubMed:32072744}.		SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000269|PubMed:16007253, ECO:0000269|PubMed:17927575}; Multi-pass membrane protein {ECO:0000305}. Golgi apparatus membrane {ECO:0000269|PubMed:17927575}. Note=Localizes in the limiting membrane of the lamellar granules (LGs) (PubMed:17927575). Trafficks from the Golgi apparatus to the lamellar granules (LGs) at the cell periphery in the uppermost granular layer keratinocytes where ABCA12-positive LGs fuse with the keratinocyte-cell membrane to secrete their lipid content to the extracellular space of the stratum corneum (PubMed:16007253, PubMed:17927575). Co-localizes through the Golgi apparatus to the cell periphery with glucosylceramide (PubMed:17927575). {ECO:0000269|PubMed:16007253, ECO:0000269|PubMed:17927575}.	TRANSMEM 23..43; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1065..1085; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1112..1132; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1145..1165; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1174..1194; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1200..1220; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1250..1270; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1747..1767; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 1979..1999; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 2035..2055; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 2072..2092; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 2103..2123; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 2187..2207; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 2270..2290; /note="Helical"; /evidence="ECO:0000255"
Q86UQ4	reviewed	ABCAD_HUMAN	ATP-binding cassette sub-family A member 13 (EC 7.6.2.-)	ABCA13	Homo sapiens (Human)	5058	TISSUE SPECIFICITY: Significantly expressed in the bone marrow, trachea, testis, thyroid and lung as well as in skin fibroblasts. {ECO:0000269|PubMed:12697998, ECO:0000269|PubMed:23266639}.		SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane {ECO:0000269|PubMed:33478937}; Multi-pass membrane protein {ECO:0000305}.	TRANSMEM 23..43; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 3568..3588; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 3607..3627; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 3648..3668; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 3679..3699; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 3709..3729; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 3752..3772; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 4226..4246; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 4458..4478; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 4504..4524; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 4536..4556; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 4568..4588; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 4607..4627; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 4651..4671; /note="Helical"; /evidence="ECO:0000255"
Q86W26	reviewed	NAL10_HUMAN	NACHT, LRR and PYD domains-containing protein 10 (Nucleotide-binding oligomerization domain protein 8)	NLRP10 NALP10 NOD8 PYNOD	Homo sapiens (Human)	655	TISSUE SPECIFICITY: Highly expressed in basal and suprabasal epidermal cell layers with lower levels in dermal fibroblast cells (at protein level) (PubMed:22672233). Widely expressed with highest levels in heart, brain and skeletal muscle (PubMed:15096476). Also expressed in liver, colon, dermis and epidermis (PubMed:15096476). Little expression detected in myeloid cells or peripheral blood mononuclear cells (PubMed:15096476). {ECO:0000269|PubMed:15096476, ECO:0000269|PubMed:22672233}.	2M5V;	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22672233}. Cell membrane {ECO:0000269|PubMed:22672233}; Peripheral membrane protein {ECO:0000305}. Note=Cytoplasmic protein which is recruited to the cell membrane by NOD1 following invasive bacterial infection. {ECO:0000269|PubMed:22672233}.	
Q86WV6	reviewed	STING_HUMAN	Stimulator of interferon genes protein (hSTING) (Endoplasmic reticulum interferon stimulator) (ERIS) (Mediator of IRF3 activation) (hMITA) (Transmembrane protein 173)	STING1 ERIS MITA STING TMEM173	Homo sapiens (Human)	379	TISSUE SPECIFICITY: Ubiquitously expressed (PubMed:18724357, PubMed:18818105). Expressed in skin endothelial cells, alveolar type 2 pneumocytes, bronchial epithelium and alveolar macrophages (PubMed:25029335). {ECO:0000269|PubMed:18724357, ECO:0000269|PubMed:18818105, ECO:0000269|PubMed:25029335}.	4EF4;4EF5;4EMT;4EMU;4F5D;4F5E;4F5W;4F5Y;4F9E;4F9G;4KSY;4LOH;4LOI;4QXO;4QXP;4QXQ;4QXR;5BQX;5JEJ;6CFF;6CY7;6DNK;6DXG;6DXL;6MX0;6MX3;6MXE;6NT5;6O8B;6O8C;6S26;6S27;6S86;6UKM;6UKU;6UKV;6UKW;6UKX;6UKY;6UKZ;6UL0;6XF3;6XF4;6XNP;6Y99;6YDB;6YDZ;6YEA;6YWA;6YWB;6Z0Z;6Z15;7A90;7KVX;7KVZ;7KW1;7MHC;7OB3;7Q3B;7Q85;7R4H;7SHO;7SHP;7SII;7SSM;7T9U;7T9V;7X9P;7X9Q;7ZKU;7ZV0;7ZVK;7ZWL;7ZXB;8A2H;8A2I;8A2J;8A2K;8A2X;8B2J;8FLK;8FLM;8GJX;8GSZ;8GT6;8IK3;8ORW;8P45;8STH;8STI;8T5K;8T5L;	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18724357, ECO:0000269|PubMed:19285439, ECO:0000269|PubMed:19433799, ECO:0000269|PubMed:19776740, ECO:0000269|PubMed:25254379, ECO:0000269|PubMed:29694889, ECO:0000269|PubMed:30842653, ECO:0000269|PubMed:30842659, ECO:0000269|PubMed:32690950, ECO:0000269|PubMed:37832545}; Multi-pass membrane protein {ECO:0000255, ECO:0000269|PubMed:30842659, ECO:0000269|PubMed:32690950}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:19433799, ECO:0000269|PubMed:29694889, ECO:0000269|PubMed:30842653}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:30842662, ECO:0000269|PubMed:32690950, ECO:0000269|PubMed:37832545}; Multi-pass membrane protein {ECO:0000255, ECO:0000269|PubMed:32690950}. Golgi apparatus membrane {ECO:0000269|PubMed:30842653, ECO:0000269|PubMed:34903048, ECO:0000269|PubMed:36808561, ECO:0000269|PubMed:37535724}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle, autophagosome membrane {ECO:0000269|PubMed:30842662}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion outer membrane {ECO:0000269|PubMed:18724357, ECO:0000269|PubMed:19285439, ECO:0000269|PubMed:19433799, ECO:0000269|PubMed:19776740}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:Q3TBT3}; Multi-pass membrane protein {ECO:0000255}. Note=In response to double-stranded DNA stimulation, translocates from the endoplasmic reticulum through the endoplasmic reticulum-Golgi intermediate compartment and Golgi to post-Golgi vesicles, where the kinase TBK1 is recruited (PubMed:19433799, PubMed:29694889, PubMed:30842653, PubMed:30842659). Upon cGAMP-binding, translocates to the endoplasmic reticulum-Golgi intermediate compartment (ERGIC) in a process that is dependent on COPII vesicles; STING1-containing ERGIC serves as a membrane source for LC3 lipidation, which is a key step in autophagosome biogenesis (PubMed:30842662, PubMed:37832545). Localizes in the lysosome membrane in a TMEM203-dependent manner (By similarity). {ECO:0000250|UniProtKB:Q3TBT3, ECO:0000269|PubMed:19433799, ECO:0000269|PubMed:29694889, ECO:0000269|PubMed:30842653, ECO:0000269|PubMed:30842659, ECO:0000269|PubMed:30842662, ECO:0000269|PubMed:32690950, ECO:0000269|PubMed:37832545}.	TRANSMEM 18..34; /note="Helical; Name=1"; /evidence="ECO:0000269|PubMed:30842659"; TRANSMEM 45..69; /note="Helical; Name=2"; /evidence="ECO:0000269|PubMed:30842659"; TRANSMEM 92..106; /note="Helical; Name=3"; /evidence="ECO:0000269|PubMed:30842659"; TRANSMEM 117..134; /note="Helical; Name=4"; /evidence="ECO:0000269|PubMed:30842659"
